"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000090889",3.30915165557457,0.881110897874275,9.7092922919568,8.07372549202088e-10,1.05417019004218e-06,12.3286985074543
"ENSG00000243466",3.99491621927756,6.40616199404582,9.6630541801587,8.85776226040356e-10,1.11205798347728e-06,12.4061341976358
"ENSG00000131153",2.84130866382602,2.2148169815159,9.61286657136957,9.79816383899915e-10,1.1845617186393e-06,12.389862836394
"ENSG00000256663",4.17482521239309,-1.66421056630448,9.49030944775527,1.25526851449127e-09,1.41737974391204e-06,11.2230504801201
"ENSG00000211945",4.05659436093528,4.72592020060679,9.48875402680429,1.25923695157923e-09,1.41737974391204e-06,12.166904588731
"ENSG00000178999",3.13877048487646,2.13296420234317,9.47161657986668,1.30382680755281e-09,1.41865048840463e-06,12.1032664583953
"ENSG00000211679",3.83722620803791,7.64217109854311,9.31007146633333,1.81333707571543e-09,1.90938544598397e-06,11.5704757783174
"ENSG00000157445",-2.39243435940643,2.34497600054471,-9.22711993082782,2.15083142648733e-09,2.15192032604893e-06,11.6455403814657
"ENSG00000143476",2.98109554809558,2.39906682816205,9.21552617531114,2.20291437136376e-09,2.15192032604893e-06,11.6247539771413
"ENSG00000276043",2.67961942333904,3.26403364926246,9.20712922413233,2.24144632944255e-09,2.15192032604893e-06,11.628801111413
"ENSG00000065328",3.35836513800435,1.73607051867048,9.17223481227921,2.40915944330838e-09,2.24685092995634e-06,11.472985301128
"ENSG00000131747",3.10458601620843,3.82036235244241,9.12349325057564,2.6653426909236e-09,2.41672544769801e-06,11.4492004689165
"ENSG00000211666",3.54153677785361,6.19547779806632,9.1071087596312,2.75762968321312e-09,2.4328256248498e-06,11.2691649187986
"ENSG00000211673",4.48606796549183,5.12701469976338,9.08493601554955,2.88778874611155e-09,2.48061053290983e-06,11.3246863320211
"ENSG00000122952",2.25961813029264,3.8125854632199,9.04578268172612,3.13329998316138e-09,2.62249174488087e-06,11.2822821311042
"ENSG00000138180",3.18486314224468,1.37975712827477,9.02183289162412,3.29398046165319e-09,2.68805275573209e-06,11.1388737279743
"ENSG00000244437",3.57043563238064,5.63806463238661,8.97806110572631,3.60993857790792e-09,2.7899045402456e-06,11.0440149913196
"ENSG00000211653",3.17246888718312,5.9693748182887,8.97470379604613,3.63542632929362e-09,2.7899045402456e-06,11.0023722176057
"ENSG00000135476",2.86158004399406,1.45580862990166,8.96951276639485,3.67520051561059e-09,2.7899045402456e-06,11.0566911989238
"ENSG00000101412",2.18681274904656,3.31893492389797,8.92536670810574,4.03210288792857e-09,2.95155745692701e-06,11.0494837433625
"ENSG00000157456",3.37393184764298,2.38746266537472,8.89264785352781,4.3195137122293e-09,2.95155745692701e-06,10.9713224250727
"ENSG00000180535",4.25320880833639,0.0978398202281278,8.89019413843989,4.3419005967194e-09,2.95155745692701e-06,10.5287913327233
"ENSG00000161888",2.85708832273016,0.635516322798726,8.88945627981741,4.34865590996014e-09,2.95155745692701e-06,10.7656580802605
"ENSG00000132465",3.75158916838839,7.75093762561795,8.88296729987741,4.40853247897332e-09,2.95155745692701e-06,10.6558531201185
"ENSG00000187837",1.64221107208734,4.4577994870507,8.875167145027,4.48163275183975e-09,2.95155745692701e-06,10.8856086478713
"ENSG00000007968",1.73086697075488,3.99488817359905,8.87100966264439,4.52110387985878e-09,2.95155745692701e-06,10.9052663726609
"ENSG00000112984",3.03997300654429,1.22942063237754,8.82688228149763,4.96278643112366e-09,3.17637793499487e-06,10.7401250274498
"ENSG00000094804",2.95940895041744,2.14568927785028,8.74696216362671,5.87929213890007e-09,3.65222681162226e-06,10.6683499378597
"ENSG00000072571",2.82310938465223,0.961297372696043,8.742920411503,5.93002944108755e-09,3.65222681162226e-06,10.5417276921995
"ENSG00000171241",2.93994718381538,2.88044198728283,8.67756831618724,6.81596475722492e-09,4.12012447417289e-06,10.5433750687846
"ENSG00000092853",2.6292406523444,1.9279904661243,8.60006151462116,8.045671910598e-09,4.775033136468e-06,10.3602146659877
"ENSG00000164045",2.71730042260055,0.37787375174119,8.56228676999593,8.72560205725797e-09,5.08609111344669e-06,10.0833630664762
"ENSG00000017483",1.44551143329564,4.97120314695845,8.55299807739482,8.90167400932419e-09,5.09769198267299e-06,10.1598712805238
"ENSG00000158402",4.32610676143972,-1.61163419397638,8.53540044619114,9.24533630189996e-09,5.20321150976928e-06,9.58728358289783
"ENSG00000271913",-1.05256955669097,4.69116962744568,-8.50981396691121,9.76953469733174e-09,5.38448359635222e-06,10.0891828999743
"ENSG00000111291",3.70359383665695,0.116769052312886,8.5015501561319,9.94529299552806e-09,5.38448359635222e-06,9.84873504228112
"ENSG00000099958",2.71322123839539,2.40845538816675,8.49613171572775,1.00622970215515e-08,5.38448359635222e-06,10.1614127855163
"ENSG00000106799",-1.10052192686677,5.91950428512931,-8.45588403811362,1.09769211905482e-08,5.72427283079115e-06,9.87138948934284
"ENSG00000075218",3.14498278917972,1.08057279570617,8.45290157945591,1.10480114067717e-08,5.72427283079115e-06,9.97004778175627
"ENSG00000211965",3.78982568738105,3.67750772696928,8.4454415617125,1.12279099081046e-08,5.72658492531798e-06,10.0426172193616
"ENSG00000211668",4.35626718073041,4.44540742384503,8.40948610328029,1.21381807016022e-08,6.09560760710306e-06,9.9361755763924
"ENSG00000093009",2.91429704179391,2.117537688319,8.4022709840807,1.23298032615845e-08,6.09802178885822e-06,9.95604040637454
"ENSG00000109805",3.33958698873579,1.63728123585329,8.38712978853829,1.27421090847531e-08,6.20787947379865e-06,9.89002817086818
"ENSG00000183010",3.17275160534349,1.46470108860744,8.37390062529303,1.31139460676017e-08,6.29507981674493e-06,9.85097412760864
"ENSG00000157450",-0.700119845985556,5.8801696939059,-8.35540402402636,1.36526314461547e-08,6.45868399515046e-06,9.65159993774514
"ENSG00000241351",3.2315459770907,5.95988214321608,8.34099383222588,1.40880396580703e-08,6.56945415026757e-06,9.63891404654326
"ENSG00000211934",3.99852462482589,5.96763343751854,8.33236402571115,1.43556016460337e-08,6.59993730887088e-06,9.63631468094365
"ENSG00000211659",5.1103229893242,5.86314778361205,8.32186876926376,1.46880542425236e-08,6.65899259145075e-06,9.6527239062722
"ENSG00000048462",3.65579618203723,2.99463899314923,8.31152471701936,1.50234653515691e-08,6.71775282199887e-06,9.77271689892957
"ENSG00000051180",2.54226945544218,2.18422094517429,8.29558571525514,1.55557846871974e-08,6.86178275350671e-06,9.73646827332416
"ENSG00000118193",2.52940045317352,0.744709921088979,8.26606873052524,1.65933603294445e-08,7.22187290498302e-06,9.56343179036958
"ENSG00000117724",2.08024292323848,2.73795416148147,8.23324256164479,1.78311683221025e-08,7.65848679434303e-06,9.60302626570119
"ENSG00000169607",3.04017811298459,0.722304259579903,8.21751724110175,1.84573759860423e-08,7.82448918099211e-06,9.44663428954479
"ENSG00000066279",2.71849431964873,1.80036746492018,8.19901657935915,1.92231265023054e-08,7.96117436533453e-06,9.51858357702348
"ENSG00000211897",4.24152193689443,6.99552613311199,8.19796563938213,1.92675931273031e-08,7.96117436533453e-06,9.24605244844602
"ENSG00000011426",2.78097548605143,0.935833473154841,8.18999891316109,1.96081317014272e-08,7.98186268726553e-06,9.42683114370393
"ENSG00000137812",2.16007052282217,2.08800732124906,8.18541846139344,1.98067176542034e-08,7.98186268726553e-06,9.50259499449037
"ENSG00000073111",1.72453201491803,4.63254280431396,8.17105142927429,2.04431144536382e-08,8.13785539019095e-06,9.35534307135552
"ENSG00000169679",2.90292609794461,3.15312229591117,8.11909076361514,2.29255590272e-08,9.01609756344412e-06,9.34986603291464
"ENSG00000211677",3.52516966046097,8.43262209810327,8.10091233328657,2.38654619218361e-08,9.27400485776873e-06,8.8632948766932
"ENSG00000097021",1.50808264731506,3.85605465904087,8.07481768451948,2.5284369918059e-08,9.70979297488565e-06,9.19929121965557
"ENSG00000142945",2.89958118199424,2.02436558960865,8.05778265276542,2.62571467036446e-08,9.96611375232984e-06,9.22569688272667
"ENSG00000184357",3.09240178475865,1.33015960931329,8.04883194549173,2.67835956531081e-08,1.00490819460776e-05,9.1665362572907
"ENSG00000211955",3.59926702488149,4.92056333810944,7.9851595776087,3.08554576670408e-08,1.13359439836607e-05,8.95218822801682
"ENSG00000196465",1.45903267644291,1.72857736251285,7.97949101895453,3.12474965888189e-08,1.13359439836607e-05,9.05722039823099
"ENSG00000168078",4.19282112346472,-0.285178482314405,7.97259459074149,3.17313607901617e-08,1.13359439836607e-05,8.68377234023962
"ENSG00000119333",1.40171291623946,4.09104243895127,7.96849836505221,3.2022393767332e-08,1.13359439836607e-05,8.94567463718591
"ENSG00000111665",2.29670408681796,1.64209573965622,7.96557636851136,3.22316726108404e-08,1.13359439836607e-05,9.02041125989825
"ENSG00000259772",2.25884783760778,1.18944608628382,7.96466649037389,3.22971261099334e-08,1.13359439836607e-05,8.99220594919833
"ENSG00000287080",3.28689032063402,-2.55142067293604,7.9095769221074,3.65255102600204e-08,1.26836777224211e-05,8.29894946018705
"ENSG00000085999",2.68638876479857,0.638711945994747,7.89345315957735,3.78676355852462e-08,1.29519299326252e-05,8.77921006505057
"ENSG00000071539",2.70524985234996,1.84155031180345,7.89082002220695,3.80915775238043e-08,1.29519299326252e-05,8.86403923485283
"ENSG00000137309",0.9632545937239,5.98147346002797,7.86801366559139,4.008900355591e-08,1.34905696296084e-05,8.55316442004005
"ENSG00000189057",2.01337058989371,2.03396917503092,7.86243972263073,4.05933290883656e-08,1.35208923275758e-05,8.80804358597975
"ENSG00000135451",3.35510726615394,0.99912616735435,7.85651804926753,4.11362553037465e-08,1.35633297537868e-05,8.72634394713818
"ENSG00000143228",2.10978442514971,1.49002982920923,7.83997839162957,4.26925139767724e-08,1.3818477236557e-05,8.74650926236478
"ENSG00000118496",-1.36328724427888,3.04317038031699,-7.83609979245785,4.30661289579188e-08,1.3818477236557e-05,8.72455061976119
"ENSG00000211950",5.84325276964813,3.75411698977659,7.83492354544609,4.31800955250541e-08,1.3818477236557e-05,8.74155334767409
"ENSG00000121152",1.94511364045836,2.58196409515673,7.82556221121374,4.409822168795e-08,1.39752830324084e-05,8.72003408682836
"ENSG00000115884",5.60600941533527,0.326077807179846,7.80411716060982,4.62777625099638e-08,1.45249877293292e-05,8.38762413327854
"ENSG00000186185",3.3265462706055,0.123227204311943,7.79746603364332,4.69759661714721e-08,1.46037094073256e-05,8.47695101071601
"ENSG00000146670",2.754118675688,2.17953370008098,7.78675888506068,4.81227410810788e-08,1.48190803242318e-05,8.64323413649951
"ENSG00000211949",3.27088562159176,6.70955533194985,7.7729174221572,4.96479163993002e-08,1.51458624963173e-05,8.29441777260574
"ENSG00000211637",3.59996005651155,4.56597044064117,7.76627524583203,5.03973354374581e-08,1.52321279939769e-05,8.49205883319912
"ENSG00000100526",2.55768419306103,1.83778443688188,7.72772594770812,5.49819131947295e-08,1.63611763926079e-05,8.51169707706525
"ENSG00000167395",-0.98822604341187,4.4930711738513,-7.7264931849877,5.51353900859895e-08,1.63611763926079e-05,8.37107166326929
"ENSG00000149554",1.84671532857628,2.01948554053241,7.69362563171348,5.93935678603734e-08,1.73748984429483e-05,8.43928373615143
"ENSG00000141458",-0.752806297630602,6.03683553404523,-7.683537557216,6.07670965811666e-08,1.73748984429483e-05,8.12957304539759
"ENSG00000240864",3.34978450850934,3.33802918850898,7.68039842135673,6.1201115343963e-08,1.73748984429483e-05,8.38080493096801
"ENSG00000051341",2.19293288532511,1.88703006514045,7.6779690119627,6.15391886332498e-08,1.73748984429483e-05,8.40459843673559
"ENSG00000119326",2.16735868659525,1.86552282600891,7.67723776072542,6.1641323158638e-08,1.73748984429483e-05,8.40282013896467
"ENSG00000108641",1.83034673511869,0.812878778957847,7.67524781319386,6.1920142199295e-08,1.73748984429483e-05,8.3528659274762
"ENSG00000211947",3.19111175766272,5.42916748115606,7.67166671057843,6.24251670576508e-08,1.73748984429483e-05,8.18869466931109
"ENSG00000176890",2.70989014142551,1.59183473936076,7.66895906497858,6.28098160733992e-08,1.73748984429483e-05,8.37661169236833
"ENSG00000156970",2.88498541213709,1.42610721124367,7.658882736378,6.42627481490825e-08,1.76274338242214e-05,8.34618296613473
"ENSG00000076003",1.12770130703034,5.29629562191472,7.65516920242378,6.48068662676811e-08,1.76285477392471e-05,8.13394335908541
"ENSG00000165480",2.81204271748376,1.17527854394602,7.63824133597877,6.73476972492808e-08,1.81682936662068e-05,8.28833405117811
"ENSG00000223350",4.38085596264164,2.53748837863581,7.6239758872607,6.95681382151766e-08,1.86134685870475e-05,8.28627945827758
"ENSG00000154839",2.73860128812663,1.08617243814725,7.59518394756848,7.42812025033248e-08,1.96237277623398e-05,8.19051379016854
"ENSG00000152253",3.36276154083374,-0.201736285974347,7.59362023268516,7.45463587565141e-08,1.96237277623398e-05,7.99423978040686
"ENSG00000237649",2.47708075442623,1.71659033807882,7.58985274219678,7.51891985409627e-08,1.96346065501928e-05,8.20850465797993
"ENSG00000129195",2.47884029254589,-0.113148086177868,7.5641471816817,7.97297119568629e-08,2.06550576007613e-05,7.98582697575179
"ENSG00000211941",3.30468775299515,4.18343069186592,7.55965625594524,8.05513684272988e-08,2.07036044740464e-05,8.04948522917055
"ENSG00000180596",1.68801796055849,2.5902104314428,7.54004748073076,8.4241948909578e-08,2.14830132523941e-05,8.08420975850786
"ENSG00000115163",3.42438108399071,0.239212923489523,7.53613868174436,8.49981103595487e-08,2.15078164213674e-05,7.95285428386335
"ENSG00000117650",2.88214440674383,0.431479976297945,7.52218650841482,8.77543884586603e-08,2.20344519082122e-05,7.96811611036617
"ENSG00000211972",3.19831351037161,1.8133565844564,7.50604462826268,9.10578597227097e-08,2.26893943287686e-05,8.02310471534758
"ENSG00000126787",4.02392749952343,1.50380205909895,7.49460148803804,9.34767142781926e-08,2.30877812982759e-05,7.97832530685832
"ENSG00000163808",2.19906934771036,2.06180033123036,7.48978121065526,9.45152479823882e-08,2.30877812982759e-05,7.98872861851138
"ENSG00000178445",3.9849086163671,1.93616129081488,7.48856756113262,9.47785887497388e-08,2.30877812982759e-05,7.98240079629628
"ENSG00000211946",4.47583951950332,3.7380389441167,7.45468001216099,1.02443382653257e-07,2.4770051085686e-05,7.86989284589633
"ENSG00000124440",2.6987179756597,-3.49755137895501,7.44000805589139,1.05956305142883e-07,2.543107141525e-05,7.27080319140659
"ENSG00000162062",2.26978507135503,0.678427583467214,7.39284299216648,1.18108501128417e-07,2.81233113722424e-05,7.72940284961567
"ENSG00000211599",3.75742059372548,-0.177119024024245,7.38995880226735,1.18896420849502e-07,2.81233113722424e-05,7.55943938248885
"ENSG00000211943",3.10963579560075,4.67766998220194,7.38105905151455,1.21361823252561e-07,2.84999470115834e-05,7.59121299292755
"ENSG00000171320",2.39720891191223,0.709190244367875,7.33891871024121,1.33766513590802e-07,3.11886181187927e-05,7.61326828350804
"ENSG00000179750",2.77350701675166,1.82282109454276,7.30964897479081,1.43140618747388e-07,3.30704307376656e-05,7.58893466678041
"ENSG00000239264",2.63074299279653,3.30726730099275,7.30501881377233,1.4468400604241e-07,3.30704307376656e-05,7.52179586720448
"ENSG00000085840",2.36506817887568,1.74487445183255,7.3044437069717,1.4487689465983e-07,3.30704307376656e-05,7.57733659605827
"ENSG00000165092",-1.86405258592199,4.52604652804551,-7.28569931208031,1.51310013403286e-07,3.42990378993753e-05,7.37005772502499
"ENSG00000168496",1.21390397140495,4.94968647652093,7.28146610202735,1.52802918500322e-07,3.43985714875e-05,7.30457085659526
"ENSG00000166803",2.84935101807307,0.186254527168033,7.27845514057049,1.53873952133799e-07,3.4402421544873e-05,7.41972264528818
"ENSG00000211640",4.631301744189,4.62652530200591,7.26918164903786,1.57221193102029e-07,3.49116611240573e-05,7.38051103694672
"ENSG00000211651",3.3811638935868,5.34214691250734,7.25819458879569,1.61283623699225e-07,3.55717570593926e-05,7.2477123831061
"ENSG00000156299",-0.789843375229855,6.31002350123827,-7.24872580981989,1.64870848521965e-07,3.60421694502075e-05,7.09416842117273
"ENSG00000137075",-0.645491964200967,6.23362714732074,-7.24611581435942,1.65873929001693e-07,3.60421694502075e-05,7.09488960993469
"ENSG00000170312",2.81185381483164,2.30982402088853,7.24390369817897,1.6672898679558e-07,3.60421694502075e-05,7.43451074328972
"ENSG00000138778",1.74190413450706,2.12338123241137,7.19846871578588,1.85325473062665e-07,3.97986453402072e-05,7.33087951321812
"ENSG00000176390",-0.711313982280233,6.65166579057787,-7.19182026880046,1.88219574473973e-07,4.01559696077086e-05,6.92409998665813
"ENSG00000164087",1.55334784626081,2.33380700640232,7.18498798791324,1.9124192346455e-07,4.03042530061654e-05,7.29132627266049
"ENSG00000142731",1.39764214379965,2.5190976231113,7.18466935270638,1.91384082346536e-07,4.03042530061654e-05,7.28055781903185
"ENSG00000147684",0.587492864116562,6.46416235062916,7.17580383563351,1.95383102599585e-07,4.08826617631772e-05,6.90295227059965
"ENSG00000276368",3.42884821149988,-1.13195886486245,7.16734439068121,1.99278707028158e-07,4.1432200986071e-05,6.92041476286351
"ENSG00000211660",3.63960764282349,5.00338323168025,7.14712971993694,2.0891285551625e-07,4.2646746359156e-05,7.02921001956232
"ENSG00000134057",1.96425977139607,3.13246623466984,7.14648324372977,2.09228709985972e-07,4.2646746359156e-05,7.15903418143711
"ENSG00000165304",2.79026788913983,1.22610935583977,7.14556171240201,2.09679795575794e-07,4.2646746359156e-05,7.21273185292917
"ENSG00000139734",2.99064857604586,-0.0785670435307454,7.14420366523318,2.10346368599477e-07,4.2646746359156e-05,7.09277934267902
"ENSG00000140451",1.52651506271589,1.93669098412054,7.13599822601194,2.1442025836467e-07,4.32043584786392e-05,7.19362913155517
"ENSG00000255428",2.53591155158375,-3.67842057787569,7.12399862892337,2.20523792598741e-07,4.41615806012768e-05,6.61585247305824
"ENSG00000154277",4.78933999095336,-0.908270716483513,7.11891293819718,2.23163977454959e-07,4.41701032032445e-05,6.86890778096261
"ENSG00000024526",3.3532718832817,-0.689956305091488,7.11870485804292,2.23272686371403e-07,4.41701032032445e-05,6.91479075839439
"ENSG00000243290",3.23893554835979,1.90909875171978,7.11224910242825,2.26672474262637e-07,4.4572547619765e-05,7.14550713666296
"ENSG00000138160",1.94539008927413,3.17613145076983,7.08994124533474,2.38833700203819e-07,4.66826924673835e-05,7.02462067551091
"ENSG00000124575",1.40290853448567,4.65885849470865,7.08204980836114,2.4329389953501e-07,4.72714254084631e-05,6.86749237827148
"ENSG00000035499",2.62696803383807,1.077458243167,7.07258329664988,2.48756943690291e-07,4.80468884966774e-05,7.0460425507123
"ENSG00000168268",2.13754964611761,2.88197266327013,7.05327424177682,2.6029245293167e-07,4.97148851215227e-05,6.96359890531623
"ENSG00000197903",1.0950626630379,3.2521765475397,7.0530348345836,2.60438862685509e-07,4.97148851215227e-05,6.92411281938092
"ENSG00000163513",-0.731850197277685,8.02538324459887,-7.03459680616563,2.71971550740351e-07,5.16145079027125e-05,6.40079055006785
"ENSG00000236783",-2.50636960538988,-2.71309713092441,-7.026028324114,2.77507511357575e-07,5.23606947152251e-05,6.54687609538018
"ENSG00000143603",3.94657414578802,0.904558364079143,7.00014134217764,2.9494318758122e-07,5.50214343247756e-05,6.85897791014048
"ENSG00000161981",1.02310541626828,4.73945372757809,7.00008774775345,2.94980424203043e-07,5.50214343247756e-05,6.66326630034189
"ENSG00000029993",1.62507044901888,2.6812543443872,6.9917817088989,3.00809843541966e-07,5.5733249812615e-05,6.82839701565261
"ENSG00000174371",2.43118589737845,1.24956645278953,6.98980922026192,3.022114213845e-07,5.5733249812615e-05,6.8663742567534
"ENSG00000153093",4.01877602744996,-1.39757844469477,6.97929472135822,3.09796122700953e-07,5.68110395348568e-05,6.53748859915881
"ENSG00000104738",1.53727874464096,5.39063574583445,6.96856576117906,3.17736323545815e-07,5.79416149339804e-05,6.5283918270246
"ENSG00000277224",2.04248975966954,-0.107228227902789,6.9566554083414,3.26794942183778e-07,5.92624472375715e-05,6.70723576142742
"ENSG00000198176",0.619918179918682,6.4347652029144,6.95367627200133,3.29101782166556e-07,5.93510517871862e-05,6.37925608965951
"ENSG00000211649",3.46400030924167,2.92593097184314,6.94440898941467,3.36384753379846e-07,6.02521378757094e-05,6.72897832743157
"ENSG00000239672",1.1628655346312,3.66203469168065,6.94264449546791,3.37790001570211e-07,6.02521378757094e-05,6.6309081610146
"ENSG00000140534",2.31925907133103,-0.129432835024798,6.93728298274564,3.42096863875678e-07,6.06887273403798e-05,6.65686294908426
"ENSG00000110925",-0.790317527172797,4.36233751399019,-6.93157387521378,3.46744699499674e-07,6.11807593571263e-05,6.54036776317604
"ENSG00000185873",2.1935325060563,-4.06901797954359,6.90753313361344,3.67035810809476e-07,6.44128114862522e-05,6.16058550249792
"ENSG00000185155",3.9615338836929,-1.44861982491479,6.89990336506701,3.73726181772283e-07,6.5236203344443e-05,6.36839255326483
"ENSG00000147649",0.448444749081638,7.42781895623965,6.89591299699969,3.77274761463171e-07,6.55053338493661e-05,6.13246194790714
"ENSG00000211938",3.03205173542002,5.31732178140466,6.88793462620913,3.84473448590623e-07,6.64020227983868e-05,6.36893735929691
"ENSG00000241163",-1.46797655864129,6.11902686116809,-6.87832326961556,3.93332302516135e-07,6.74461681751132e-05,6.2434176460567
"ENSG00000134690",1.64541826385873,2.64443300188543,6.87514739250047,3.96305166234436e-07,6.74461681751132e-05,6.5597394908967
"ENSG00000253209",3.70951364560758,-2.4863017395952,6.87470844515133,3.96717857043739e-07,6.74461681751132e-05,6.31097604311652
"ENSG00000092621",1.61919238221519,3.22038297986267,6.85441562466706,4.16284288266443e-07,7.04059675522966e-05,6.46738350696497
"ENSG00000165175",-0.8817471275132,6.12485607524392,-6.84749579640001,4.23179642064402e-07,7.12032467848774e-05,6.16257170815124
"ENSG00000273983",3.27817343993819,-2.09175930570248,6.8452082832091,4.25484644056848e-07,7.12239474425827e-05,6.20641027645777
"ENSG00000161791",-0.849761702698622,4.77747651951336,-6.8408582394181,4.29903405979767e-07,7.15844825658357e-05,6.28481946696448
"ENSG00000101096",-0.742651965335592,6.47676642620105,-6.83878635416885,4.32024479672497e-07,7.15844825658357e-05,6.10324006833319
"ENSG00000211952",3.1558102710751,1.71935414909168,6.82686292417014,4.44440551958612e-07,7.26938185823665e-05,6.49763229667607
"ENSG00000105875",-0.746563833272628,4.65959747601179,-6.82645013041793,4.44876872878891e-07,7.26938185823665e-05,6.26120852910705
"ENSG00000173369",2.44515486636174,3.78161497496484,6.82520855094971,4.46191855897721e-07,7.26938185823665e-05,6.36286166858342
"ENSG00000286449",2.1607710913022,-4.08159491789339,6.82385728805351,4.47627520833762e-07,7.26938185823665e-05,5.99566145704092
"ENSG00000166111",2.31666734141273,-3.69090585833254,6.81922025974419,4.52590174344605e-07,7.31358835195871e-05,6.00094496480734
"ENSG00000211663",4.18897389592103,5.42312044839997,6.81111951074179,4.61395082353701e-07,7.39290513335708e-05,6.20674733699376
"ENSG00000117632",1.37658451508751,6.26400423818584,6.81054307103918,4.62028260279653e-07,7.39290513335708e-05,6.05896760749273
"ENSG00000121211",3.23258180163089,-1.60869243914328,6.77938154379161,4.97612186642641e-07,7.90369901609645e-05,6.07236304773516
"ENSG00000104147",2.03322356059195,-0.676705238486771,6.77838642810384,4.98793578002533e-07,7.90369901609645e-05,6.24287808278858
"ENSG00000005812",-0.849293355252997,5.36491055984526,-6.7554142826312,5.26877083184639e-07,8.30836799483718e-05,6.02096689495117
"ENSG00000008256",-1.09162389225251,3.68619604208477,-6.75290200087965,5.30044773982443e-07,8.3181353424687e-05,6.18521705162905
"ENSG00000240671",3.54475183447112,2.88134891892673,6.74994260335701,5.3380118966066e-07,8.33700403488195e-05,6.28000582853405
"ENSG00000211662",3.72834053131722,5.51966754926772,6.7331151635127,5.55683477172429e-07,8.63743812469639e-05,5.99598878423574
"ENSG00000077684",-0.58886560891388,6.29161506744983,-6.72138025650242,5.71483812578554e-07,8.80018433930276e-05,5.83966149287983
"ENSG00000211964",3.22557317820187,4.82903100849727,6.72133503543203,5.71545579294218e-07,8.80018433930276e-05,6.02869641476429
"ENSG00000229939",-3.07229404266417,-2.55257072180285,-6.71432858665241,5.81198403270399e-07,8.90679731434383e-05,5.97169571006236
"ENSG00000112742",2.41823194277002,1.02323147606874,6.71171995482314,5.84834718411678e-07,8.92064246653925e-05,6.23241876597896
"ENSG00000137642",-0.739275598638587,9.33044034840082,-6.69600469444526,6.07238081049135e-07,9.21928625190971e-05,5.43496442654083
"ENSG00000253686",2.58825045166542,-2.70433602527239,6.6892539961984,6.17128997180055e-07,9.32607626201452e-05,5.81245466639504
"ENSG00000006042",2.81625974710381,-3.13048245772834,6.68439541379707,6.24349311762131e-07,9.39170978550207e-05,5.81944062486994
